n,SeriesName,gender,unit,SeriesCode,CountryName,CountryCode,year,value
3859,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Chile,CHL,2016,57
3860,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Chile,CHL,2016,50
3861,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Colombia,COL,2016,56
3862,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Colombia,COL,2016,45
3871,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Cote d'Ivoire,CIV,2016,52
3872,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Cote d'Ivoire,CIV,2016,34
3875,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Cuba,CUB,2016,65
3876,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Cuba,CUB,2016,60
3879,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Denmark,DNK,2016,80
3880,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Denmark,DNK,2016,85
3895,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Ethiopia,ETH,2016,71
3896,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Ethiopia,ETH,2016,69
3897,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Fiji,FJI,2016,30
3898,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Fiji,FJI,2016,21
3899,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,France,FRA,2016,78
3900,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,France,FRA,2016,80
3909,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Greece,GRC,2016,61
3910,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Greece,GRC,2016,57
3919,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Haiti,HTI,2016,65
3920,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Haiti,HTI,2016,51
3921,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Honduras,HND,2016,53
3922,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Honduras,HND,2016,44
3923,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Iceland,ISL,2016,73
3924,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Iceland,ISL,2016,82
3925,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,India,IND,2016,48
3926,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,India,IND,2016,38
3927,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Indonesia,IDN,2016,14
3928,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Indonesia,IDN,2016,15
3931,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Jamaica,JAM,2016,42
3932,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Jamaica,JAM,2016,36
3935,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Kenya,KEN,2016,78
3936,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Kenya,KEN,2016,62
3939,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Latvia,LVA,2016,31
3940,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Latvia,LVA,2016,29
3941,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Lebanon,LBN,2016,48
3942,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Lebanon,LBN,2016,38
3951,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Luxembourg,LUX,2016,68
3952,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Luxembourg,LUX,2016,68
3955,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Malawi,MWI,2016,79
3956,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Malawi,MWI,2016,59
3957,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Malaysia,MYS,2016,63
3958,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Malaysia,MYS,2016,43
3959,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Mali,MLI,2016,48
3960,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Mali,MLI,2016,25
3965,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Mexico,MEX,2016,44
3966,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Mexico,MEX,2016,45
3969,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Mongolia,MNG,2016,30
3970,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Mongolia,MNG,2016,25
3973,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Morocco,MAR,2016,57
3974,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Morocco,MAR,2016,45
3975,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Myanmar,MMR,2016,56
3976,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Myanmar,MMR,2016,42
3979,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Nepal,NPL,2016,46
3980,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Nepal,NPL,2016,44
3981,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Netherlands,NLD,2016,80
3982,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Netherlands,NLD,2016,80
3983,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,New Zealand,NZL,2016,73
3984,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,New Zealand,NZL,2016,74
3989,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Nigeria,NGA,2016,59
3990,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Nigeria,NGA,2016,41
3991,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Norway,NOR,2016,95
3992,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Norway,NOR,2016,86
3995,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Pakistan,PAK,2016,8
3996,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Pakistan,PAK,2016,6
3999,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Paraguay,PRY,2016,50
4000,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Paraguay,PRY,2016,44
4001,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Peru,PER,2016,54
4002,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Peru,PER,2016,72
4005,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Rwanda,RWA,2016,84
4006,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Rwanda,RWA,2016,77
4007,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Sao Tome and Principe,STP,2016,77
4008,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Sao Tome and Principe,STP,2016,55
4009,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Senegal,SEN,2016,70
4010,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Senegal,SEN,2016,37
4015,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Singapore,SGP,2016,67
4016,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Singapore,SGP,2016,65
4019,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,South Africa,ZAF,2016,65
4020,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,South Africa,ZAF,2016,56
4021,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,South Sudan,SSD,2016,16
4022,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,South Sudan,SSD,2016,10
4023,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Spain,ESP,2016,84
4024,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Spain,ESP,2016,81
4025,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Sri Lanka,LKA,2016,27
4026,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Sri Lanka,LKA,2016,32
4033,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Tanzania,TZA,2016,62
4034,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Tanzania,TZA,2016,42
4035,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Thailand,THA,2016,69
4036,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Thailand,THA,2016,65
4037,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Timor-Leste,TLS,2016,37
4038,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Timor-Leste,TLS,2016,19
4043,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Tunisia,TUN,2016,22
4044,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Tunisia,TUN,2016,17
4045,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Uganda,UGA,2016,71
4046,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Uganda,UGA,2016,57
4047,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Ukraine,UKR,2016,39
4048,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Ukraine,UKR,2016,39
4049,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Uruguay,URY,2016,61
4050,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Uruguay,URY,2016,45
4051,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Uzbekistan,UZB,2016,54
4052,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Uzbekistan,UZB,2016,24
4055,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Vietnam,VNM,2016,57
4056,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Vietnam,VNM,2016,49
4061,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Zambia,ZMB,2016,67
4062,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Zambia,ZMB,2016,64
4063,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Zimbabwe,ZWE,2016,75
4064,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Zimbabwe,ZWE,2016,63
4065,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Afghanistan,AFG,2017,11
4066,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Afghanistan,AFG,2017,10
4073,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Argentina,ARG,2017,65
4074,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Argentina,ARG,2017,62
4075,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Australia,AUS,2017,81
4076,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Australia,AUS,2017,73
4089,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Benin,BEN,2017,65
4090,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Benin,BEN,2017,47
4093,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Bolivia,BOL,2017,34
4094,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Bolivia,BOL,2017,34
4095,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Botswana,BWA,2017,85
4096,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Botswana,BWA,2017,74
4099,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Burkina Faso,BFA,2017,89
4100,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Burkina Faso,BFA,2017,48
4103,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Cabo Verde,CPV,2017,98
4104,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Cabo Verde,CPV,2017,59
4113,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Chile,CHL,2017,63
4114,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Chile,CHL,2017,54
4115,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Colombia,COL,2017,61
4116,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Colombia,COL,2017,49
4125,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Cote d'Ivoire,CIV,2017,64
4126,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Cote d'Ivoire,CIV,2017,40
4129,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Cuba,CUB,2017,69
4130,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Cuba,CUB,2017,64
4133,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Denmark,DNK,2017,83
4134,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Denmark,DNK,2017,86
4149,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Ethiopia,ETH,2017,73
4150,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Ethiopia,ETH,2017,72
4151,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Fiji,FJI,2017,34
4152,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Fiji,FJI,2017,22
4153,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,France,FRA,2017,82
4154,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,France,FRA,2017,80
4163,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Greece,GRC,2017,63
4164,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Greece,GRC,2017,60
4173,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Haiti,HTI,2017,72
4174,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Haiti,HTI,2017,57
4175,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Honduras,HND,2017,56
4176,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Honduras,HND,2017,47
4177,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Iceland,ISL,2017,83
4178,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Iceland,ISL,2017,76
4179,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,India,IND,2017,53
4180,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,India,IND,2017,42
4181,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Indonesia,IDN,2017,17
4182,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Indonesia,IDN,2017,17
4185,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Jamaica,JAM,2017,46
4186,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Jamaica,JAM,2017,38
4189,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Kenya,KEN,2017,84
4190,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Kenya,KEN,2017,69
4193,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Latvia,LVA,2017,37
4194,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Latvia,LVA,2017,33
4195,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Lebanon,LBN,2017,54
4196,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Lebanon,LBN,2017,39
4205,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Luxembourg,LUX,2017,70
4206,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Luxembourg,LUX,2017,69
4209,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Malawi,MWI,2017,85
4210,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Malawi,MWI,2017,67
4211,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Malaysia,MYS,2017,66
4212,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Malaysia,MYS,2017,46
4213,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Mali,MLI,2017,53
4214,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Mali,MLI,2017,27
4219,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Mexico,MEX,2017,45
4220,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Mexico,MEX,2017,46
4223,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Mongolia,MNG,2017,33
4224,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Mongolia,MNG,2017,28
4227,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Morocco,MAR,2017,57
4228,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Morocco,MAR,2017,52
4229,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Myanmar,MMR,2017,63
4230,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Myanmar,MMR,2017,49
4233,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Nepal,NPL,2017,54
4234,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Nepal,NPL,2017,50
4235,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Netherlands,NLD,2017,83
4236,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Netherlands,NLD,2017,81
4237,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,New Zealand,NZL,2017,77
4238,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,New Zealand,NZL,2017,73
4243,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Nigeria,NGA,2017,61
4244,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Nigeria,NGA,2017,43
4245,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Norway,NOR,2017,94
4246,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Norway,NOR,2017,86
4249,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Pakistan,PAK,2017,9
4250,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Pakistan,PAK,2017,7
4253,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Paraguay,PRY,2017,60
4254,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Paraguay,PRY,2017,48
4255,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Peru,PER,2017,60
4256,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Peru,PER,2017,68
4259,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Rwanda,RWA,2017,87
4260,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Rwanda,RWA,2017,80
4261,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Sao Tome and Principe,STP,2017,94
4262,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Sao Tome and Principe,STP,2017,68
4263,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Senegal,SEN,2017,76
4264,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Senegal,SEN,2017,43
4269,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Singapore,SGP,2017,68
4270,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Singapore,SGP,2017,70
4273,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,South Africa,ZAF,2017,71
4274,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,South Africa,ZAF,2017,61
4275,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,South Sudan,SSD,2017,18
4276,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,South Sudan,SSD,2017,15
4277,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Spain,ESP,2017,86
4278,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Spain,ESP,2017,83
4279,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Sri Lanka,LKA,2017,34
4280,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Sri Lanka,LKA,2017,37
4287,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Tanzania,TZA,2017,68
4288,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Tanzania,TZA,2017,48
4289,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Thailand,THA,2017,73
4290,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Thailand,THA,2017,70
4291,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Timor-Leste,TLS,2017,34
4292,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Timor-Leste,TLS,2017,23
4297,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Tunisia,TUN,2017,21
4298,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Tunisia,TUN,2017,18
4299,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Uganda,UGA,2017,79
4300,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Uganda,UGA,2017,66
4301,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Ukraine,UKR,2017,44
4302,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Ukraine,UKR,2017,44
4303,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Uruguay,URY,2017,63
4304,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Uruguay,URY,2017,50
4305,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Uzbekistan,UZB,2017,65
4306,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Uzbekistan,UZB,2017,31
4309,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Vietnam,VNM,2017,62
4310,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Vietnam,VNM,2017,56
4315,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Zambia,ZMB,2017,71
4316,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Zambia,ZMB,2017,65
4317,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Zimbabwe,ZWE,2017,84
4318,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Zimbabwe,ZWE,2017,74
4319,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Afghanistan,AFG,2018,10
4320,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Afghanistan,AFG,2018,11
4327,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Argentina,ARG,2018,66
4328,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Argentina,ARG,2018,63
4329,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Australia,AUS,2018,82
4330,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Australia,AUS,2018,76
4343,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Benin,BEN,2018,80
4344,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Benin,BEN,2018,45
4347,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Bolivia,BOL,2018,45
4348,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Bolivia,BOL,2018,38
4349,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Botswana,BWA,2018,92
4350,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Botswana,BWA,2018,77
4353,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Burkina Faso,BFA,2018,83
4354,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Burkina Faso,BFA,2018,46
4357,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Cabo Verde,CPV,2018,98
4358,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Cabo Verde,CPV,2018,73
4367,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Chile,CHL,2018,66
4368,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Chile,CHL,2018,58
4369,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Colombia,COL,2018,59
4370,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Colombia,COL,2018,49
4379,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Cote d'Ivoire,CIV,2018,71
4380,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Cote d'Ivoire,CIV,2018,49
4383,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Cuba,CUB,2018,73
4384,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Cuba,CUB,2018,69
4387,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Denmark,DNK,2018,86
4388,Access to anti-retroviral drugs,female,%,SH.HIV.ARTC.FE.ZS,Denmark,DNK,2018,85
4403,Access to anti-retroviral drugs,male,%,SH.HIV.ARTC.MA.ZS,Ethiopia,ETH,2018,75
